id,user_id,post_id,facet_id,facet_value_id,created_at,pay_rate
632ca726-d606-4fc5-b740-2d57677328bd,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0cfa0c98-b2ab-4b2a-a091-95ce26dc66ad,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:23.955203+00,0.0000
c2b109c5-ef7b-4995-92fa-c3e80d64d21e,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0cfcf9be-5b68-4c2a-a09c-16f8e19074e0,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:27.108786+00,0.0000
5cec8c7a-c9f4-4a3a-b8a2-56345d4ab8ca,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0cfcf9be-5b68-4c2a-a09c-16f8e19074e0,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:27.499027+00,0.0000
c7fb9089-0f07-401c-9632-33ab1f1382ae,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0cfeee85-58a7-4302-af0f-ca95fc1a8a95,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:29.286099+00,0.0000
1b623e5b-0716-40c4-befd-f1c214c42d49,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0cfeee85-58a7-4302-af0f-ca95fc1a8a95,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:29.773589+00,0.0000
b68fcd77-073c-4c41-b0ef-3ea9d9850310,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0cfef658-9c4b-4b82-97db-76eaed23c240,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:31.501236+00,0.0000
3677ac47-555c-4ffb-a2ab-b6a6440427c0,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0cfef658-9c4b-4b82-97db-76eaed23c240,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:31.813429+00,0.0000
ab40bae2-3720-4710-b2fa-4331c43ed443,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d00adb4-8d1f-41c7-9aa3-1cbe87ccafa4,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:35.279646+00,0.0000
9c7aa419-3ea3-4bd3-b57f-5952efb353ec,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d00adb4-8d1f-41c7-9aa3-1cbe87ccafa4,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:35.996095+00,0.0000
88c04642-c65f-41b1-be6a-fc8ace3250df,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d00fe78-cb29-44fd-89e6-de28aad6f7f2,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:40.710126+00,0.0000
25e8e1e2-8416-4a77-b07f-95ba4ffe0b40,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d00fe78-cb29-44fd-89e6-de28aad6f7f2,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:40.990673+00,0.0000
90cecca9-68ca-47e2-9c0e-4128a5dcd9f4,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d01e3e3-d053-437a-b775-d16c9b48a6b8,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:42.613571+00,0.0000
2f3ddf6d-1601-4ebe-9269-6fed61fe4976,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d01e3e3-d053-437a-b775-d16c9b48a6b8,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:42.976306+00,0.0000
f3f5d565-a8b2-40af-a7d8-63305e1a605b,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0267b9-ab7e-4256-a0a7-9a1c8505cfa3,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:46.600375+00,0.0000
d801757c-adf0-4ed3-9d26-19a028ced05a,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0267b9-ab7e-4256-a0a7-9a1c8505cfa3,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:46.798526+00,0.0000
1cdd7c5e-8565-4d8b-ade5-0392625eddf9,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d02ca79-002e-4ee0-80e1-f5b5420bc692,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:48.863151+00,0.0000
e332bf47-d623-4409-a3f5-276d9b577aa8,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d02ca79-002e-4ee0-80e1-f5b5420bc692,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:49.146695+00,0.0000
8e333a94-a881-41f7-bd79-fd2a3885b71b,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0315c9-64b5-4688-a05b-e3fa5549121b,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:50.772335+00,0.0000
6bc5f870-dfe9-4e00-a457-c4404a1c3e01,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0315c9-64b5-4688-a05b-e3fa5549121b,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:51.065522+00,0.0000
50a810bf-9c08-4130-b552-6410c5f0cc50,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d055af8-563b-4523-8288-5116aa5cfb3a,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:52.903041+00,0.0000
7a816578-2259-4d01-8c67-7b11ccbd9bbc,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d055af8-563b-4523-8288-5116aa5cfb3a,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:53.220175+00,0.0000
5dc93c97-6b60-42c9-ab2f-83d1c46d569c,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0688a2-cbf9-4c47-bbb6-0864a87df4aa,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:54.741208+00,0.0000
0039e989-2631-45bb-a97d-58b916f3e896,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0688a2-cbf9-4c47-bbb6-0864a87df4aa,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:55.889337+00,0.0000
5f142089-0e27-467e-94af-e018a6d9ad7c,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d06cd35-b60a-45d7-88e0-9c7c37bdd2b3,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:30:58.454204+00,0.0000
6bad5799-20f6-4b97-8c1d-cd682550c7a1,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d06cd35-b60a-45d7-88e0-9c7c37bdd2b3,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:30:58.66046+00,0.0000
2b8961ce-849e-404f-8aaa-3302e2df101b,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d073a3a-9a5b-473c-8bae-62399f5cdb95,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:01.709286+00,0.0000
e61eb51c-6e00-49c5-bf32-96b3da7178ca,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d073a3a-9a5b-473c-8bae-62399f5cdb95,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:02.144855+00,0.0000
fd30db78-c3cb-4e0f-a151-d4fdfd0c8cd2,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0752cb-b2db-4382-9cd3-7672afee7a71,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:04.293921+00,0.0000
735f1224-8655-4cb5-a0e1-d5e74e7905a6,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0752cb-b2db-4382-9cd3-7672afee7a71,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:04.501885+00,0.0000
66801e9d-dd9d-40b9-aa59-3a51fcfb72b9,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d081a1b-e874-4895-961e-b9f1ed7101cc,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:06.407369+00,0.0000
82962af3-3ef9-4849-a0ad-af94bb0c3473,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d081a1b-e874-4895-961e-b9f1ed7101cc,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:06.696471+00,0.0000
f9da4207-b7af-424d-b34c-a66d3d888b05,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d093f85-48f3-4eea-9ddb-8475cf763ee4,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:10.092542+00,0.0000
4c53429e-0179-4f7c-924a-d107320f0847,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d093f85-48f3-4eea-9ddb-8475cf763ee4,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:10.456904+00,0.0000
7c8d6ef8-344f-4c9c-a7fd-2227df263e5a,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d095c31-2556-4305-bada-a5e620659efa,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:12.104415+00,0.0000
e50b88fc-9836-4aa6-b204-df0fd4c3507e,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d095c31-2556-4305-bada-a5e620659efa,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:12.549866+00,0.0000
6c14bc09-d393-4206-8de6-c8eab3de05d2,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d096644-caa6-41ca-9513-0130ed4dc444,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:14.196094+00,0.0000
964bf18c-bf01-4a41-b7c8-f00fae81431a,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d096644-caa6-41ca-9513-0130ed4dc444,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:14.526972+00,0.0000
a1cdd8e5-8738-4303-be06-b038750af8bf,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0afdbf-2e1b-4559-b4dc-9534f6a9db7a,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:17.220329+00,0.0000
28d9ac6d-b96c-4c6d-abdd-4cfcd4011648,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0afdbf-2e1b-4559-b4dc-9534f6a9db7a,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:18.127297+00,0.0000
5d55e852-42a3-4348-b6d1-cc0fca7718bc,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0d981b-f454-41b5-b433-c7c9521cc691,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:21.54241+00,0.0000
bb9df83d-d545-4478-85a6-b6ad85a03c5d,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0d981b-f454-41b5-b433-c7c9521cc691,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:21.898272+00,0.0000
ad3a7675-d409-4d15-80cf-81a2bff8ee7b,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0ecd1d-fece-4b4c-95c0-798c047f8934,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:24.826803+00,0.0000
7ecbf9d0-db05-4468-b666-f1b4228288ce,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0ecd1d-fece-4b4c-95c0-798c047f8934,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:25.03882+00,0.0000
7916dc4f-9d91-46f0-a1e7-ba0944ca4e49,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0f5501-93be-4c82-88cb-2c1bc7a7d3a7,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:29.662354+00,0.0000
d98d68c2-e9cb-4f96-8ddc-a76f9790a377,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d0f5501-93be-4c82-88cb-2c1bc7a7d3a7,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:30.35333+00,0.0000
56d24d91-374c-404a-ac7c-17f2b7f93a3c,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d116103-0a09-4c6e-bf7f-a2a140eeb2ef,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:32.206797+00,0.0000
2a9c116b-9668-47f4-adf4-687a8feef463,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d116103-0a09-4c6e-bf7f-a2a140eeb2ef,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:32.495314+00,0.0000
ed556f15-7566-46c3-af42-b670450c4b1b,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d13fd67-756c-46cb-8fe5-c03ea9d77a9e,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:34.182937+00,0.0000
eb3896bc-f4a8-4f6d-a9a5-3f1265f73ac3,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d13fd67-756c-46cb-8fe5-c03ea9d77a9e,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:34.46508+00,0.0000
1f5b2e19-35fd-42d2-961e-8e87b7432838,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d1818ee-3c3a-471a-8493-6cc7dbff24eb,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:36.082365+00,0.0000
78c52fa7-54d8-4a5e-9626-b1752372ce3f,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d1818ee-3c3a-471a-8493-6cc7dbff24eb,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:36.216332+00,0.0000
41aabf47-fab2-4389-a628-0c57da145c9b,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d18228a-9449-42b3-a23d-3f41b15b5de2,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:38.458225+00,0.0000
183d0c09-455c-4615-b113-9adfcd1b1215,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d18228a-9449-42b3-a23d-3f41b15b5de2,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:38.994423+00,0.0000
06a9fe7e-d94c-45e6-a475-97c32945686a,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d182687-dc99-4beb-a6e6-fde75e0b9b83,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:40.889876+00,0.0000
a1e70e7f-0263-46d3-8f8d-2f4878f88b38,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d182687-dc99-4beb-a6e6-fde75e0b9b83,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:41.210067+00,0.0000
f65ef61f-4f65-4662-aa10-9ccaf3da8cc8,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d18434e-1f0f-46ab-a700-081264076bb2,704fb44f-cde1-43de-92d8-835a9bffc891,03d6912e-4488-4b19-8d88-2b7728b7fd5d,2020-05-01 01:31:45.40091+00,0.0000
133772d8-084b-4860-88b8-78219b6d8849,bd46eb64-9640-4e0f-9a39-a85027ddcaed,0d18434e-1f0f-46ab-a700-081264076bb2,6a357164-427a-42c1-99d8-76678b5c3a5e,c89c6464-0651-4869-b564-ad015916c8b0,2020-05-01 01:31:45.704689+00,0.0000
